Time [fs],Original field real,Original field imaginary,RK4 field real,RK4 field imaginary,Analytical real,Analytical imaginary
3.8,3.09272,0,-0.357723,3.07196,-0.357197,3.07202
3.9,3.08905,0,-0.436258,3.05809,-0.435736,3.05817
4,3.0853,0,-0.516145,3.04182,-0.515635,3.0419
4.1,3.08145,0,-0.597277,3.02301,-0.596773,3.02311
4.2,3.07751,0,-0.679541,3.00155,-0.679051,3.00166
4.3,3.07348,0,-0.762822,2.97732,-0.762338,2.97744
4.4,3.06937,0,-0.846979,2.9502,-0.846507,2.95033
4.5,3.06516,0,-0.931878,2.92008,-0.931418,2.92022
4.6,3.06087,0,-1.01737,2.88685,-1.01693,2.887
4.7,3.05649,0,-1.10331,2.85041,-1.10288,2.85058
4.8,3.05202,0,-1.18954,2.81066,-1.18912,2.81084
4.9,3.04746,0,-1.27587,2.76752,-1.27546,2.76771
5,3.04282,0,-1.36214,2.72091,-1.36174,2.7211
5.1,3.03809,0,-1.44815,2.67074,-1.44777,2.67095
5.2,3.03327,0,-1.53373,2.61695,-1.53335,2.61717
5.3,3.02837,0,-1.61866,2.55949,-1.6183,2.55971
5.4,3.02338,0,-1.70274,2.49831,-1.7024,2.49854
5.5,3.01831,0,-1.78576,2.43337,-1.78543,2.43361
5.6,3.01316,0,-1.8675,2.36464,-1.86719,2.36489
5.7,3.00792,0,-1.94775,2.29213,-1.94744,2.29238
5.8,3.00259,0,-2.02627,2.21581,-2.02598,2.21607
5.9,2.99719,0,-2.10282,2.13571,-2.10256,2.13597
6,2.9917,0,-2.17719,2.05185,-2.17694,2.05212
6.1,2.98613,0,-2.24913,1.96427,-2.24889,1.96454
6.2,2.98047,0,-2.31841,1.87303,-2.31818,1.8733
6.3,2.97474,0,-2.38478,1.77817,-2.38458,1.77845
6.4,2.96893,0,-2.44802,1.67981,-2.44782,1.68009
6.5,2.96303,0,-2.50787,1.57803,-2.50769,1.57831
6.6,2.95706,0,-2.56411,1.47294,-2.56395,1.47323
6.7,2.95101,0,-2.61651,1.36468,-2.61636,1.36496
6.8,2.94488,0,-2.66484,1.25338,-2.6647,1.25366
6.9,2.93867,0,-2.70887,1.13922,-2.70875,1.1395
7,2.93239,0,-2.74839,1.02237,-2.74829,1.02265
7.1,2.92602,0,-2.7832,0.903013,-2.78311,0.903289
7.2,2.91959,0,-2.81309,0.781365,-2.81301,0.781639
7.3,2.91307,0,-2.83787,0.657637,-2.83781,0.657907
7.4,2.90648,0,-2.85737,0.532083,-2.85732,0.532348
7.5,2.89982,0,-2.87141,0.404945,-2.87137,0.405207
7.6,2.89308,0,-2.87984,0.276488,-2.87982,0.276743
7.7,2.88627,0,-2.88253,0.146988,-2.88252,0.14724
7.8,2.87939,0,-2.87934,0.0167246,-2.87934,0.0169703
7.9,2.87244,0,-2.87018,-0.113981,-2.87018,-0.113744
8,2.86541,0,-2.85493,-0.244829,-2.85495,-0.244598
8.1,2.85831,0,-2.83354,-0.375498,-2.83357,-0.375276
8.2,2.85115,0,-2.80595,-0.505661,-2.80599,-0.505445
8.3,2.84391,0,-2.77211,-0.634991,-2.77216,-0.634781
8.4,2.8366,0,-2.73202,-0.763129,-2.73208,-0.76293
8.5,2.82923,0,-2.68569,-0.889736,-2.68575,-0.889544
8.6,2.82179,0,-2.63312,-1.01446,-2.63319,-1.01428
8.7,2.81428,0,-2.57439,-1.13696,-2.57446,-1.13679
8.8,2.8067,0,-2.50954,-1.25689,-2.50962,-1.25672
8.9,2.79906,0,-2.43869,-1.37387,-2.43878,-1.37372
9,2.79135,0,-2.36194,-1.48758,-2.36203,-1.48743
9.1,2.78358,0,-2.27943,-1.59766,-2.27953,-1.59752
9.2,2.77575,0,-2.19133,-1.70378,-2.19143,-1.70365
9.3,2.76785,0,-2.0978,-1.80561,-2.0979,-1.80549
9.4,2.75989,0,-1.99906,-1.90282,-1.99917,-1.9027
9.5,2.75186,0,-1.89534,-1.9951,-1.89545,-1.995
9.6,2.74378,0,-1.78688,-2.08215,-1.78699,-2.08206
9.7,2.73563,0,-1.67395,-2.1637,-1.67406,-2.16361
9.8,2.72743,0,-1.55682,-2.23946,-1.55694,-2.23938
9.9,2.71917,0,-1.43582,-2.30917,-1.43594,-2.3091
10,2.71084,0,-1.31126,-2.37261,-1.31138,-2.37254
10.1,2.70246,0,-1.18348,-2.42954,-1.18359,-2.42949
10.2,2.69403,0,-1.05284,-2.47978,-1.05295,-2.47973
10.3,2.68553,0,-0.919681,-2.52315,-0.919787,-2.52311
10.4,2.67698,0,-0.784415,-2.55948,-0.784521,-2.55945
10.5,2.66838,0,-0.647422,-2.58865,-0.647527,-2.58862
10.6,2.65972,0,-0.509102,-2.61054,-0.509205,-2.61052
10.7,2.65101,0,-0.369865,-2.62508,-0.369965,-2.62507
10.8,2.64224,0,-0.230113,-2.63221,-0.230209,-2.6322
10.9,2.63343,0,-0.0902893,-2.63188,-0.0903821,-2.63188
11,2.62456,0,0.0491976,-2.6241,0.0491071,-2.6241
11.1,2.61564,0,0.187922,-2.60888,0.187835,-2.60889
11.2,2.60667,0,0.325463,-2.58627,0.325381,-2.58628
11.3,2.59765,0,0.461409,-2.55635,0.461331,-2.55636
11.4,2.58859,0,0.595328,-2.5192,0.595252,-2.51922
11.5,2.57947,0,0.726818,-2.47496,0.726747,-2.47498
11.6,2.57031,0,0.85548,-2.42377,0.855413,-2.42379
11.7,2.5611,0,0.980921,-2.36581,0.980858,-2.36583
11.8,2.55185,0,1.10277,-2.30127,1.10271,-2.30129
11.9,2.54255,0,1.22064,-2.23038,1.22058,-2.23041
12,2.53321,0,1.33419,-2.15338,1.33414,-2.15341
12.1,2.52382,0,1.44309,-2.07055,1.44304,-2.07058
12.2,2.51439,0,1.54701,-1.98215,1.54696,-1.98219
12.3,2.50492,0,1.64566,-1.8885,1.64562,-1.88854
12.4,2.49541,0,1.73874,-1.78993,1.7387,-1.78996
12.5,2.48585,0,1.82601,-1.68676,1.82597,-1.6868
12.6,2.47626,0,1.90722,-1.57936,1.90719,-1.5794
12.7,2.46663,0,1.98217,-1.46809,1.98214,-1.46813
12.8,2.45696,0,2.05066,-1.35332,2.05063,-1.35335
12.9,2.44725,0,2.11252,-1.23545,2.11249,-1.23548
13,2.43751,0,2.16761,-1.11487,2.16759,-1.11491
13.1,2.42773,0,2.21582,-0.991988,2.2158,-0.992023
13.2,2.41792,0,2.25705,-0.867206,2.25704,-0.867241
13.3,2.40807,0,2.29125,-0.740927,2.29124,-0.740961
13.4,2.39818,0,2.31836,-0.613581,2.31835,-0.613614
13.5,2.38827,0,2.33838,-0.485571,2.33838,-0.485602
13.6,2.37832,0,2.35133,-0.357302,2.35132,-0.357332
13.7,2.36834,0,2.35722,-0.229183,2.35722,-0.229212
13.8,2.35833,0,2.35614,-0.101602,2.35614,-0.101631
13.9,2.34829,0,2.34815,0.0250287,2.34815,0.025002
14,2.33822,0,2.33338,0.150334,2.33338,0.150309
14.1,2.32812,0,2.31195,0.27394,2.31195,0.273915
14.2,2.31799,0,2.284,0.395487,2.28401,0.395463
14.3,2.30784,0,2.24973,0.51463,2.24973,0.514608
14.4,2.29766,0,2.20931,0.631017,2.20932,0.630997
14.5,2.28745,0,2.16296,0.744336,2.16297,0.744317
14.6,2.27722,0,2.11091,0.854283,2.11092,0.854266
14.7,2.26697,0,2.0534,0.960569,2.05341,0.960552
14.8,2.25669,0,1.99068,1.06293,1.99069,1.06292
14.9,2.24639,0,1.92304,1.16111,1.92305,1.16109
15,2.23607,0,1.85076,1.25487,1.85077,1.25485
15.1,2.22572,0,1.77413,1.344,1.77413,1.34399
15.2,2.21536,0,1.69344,1.42831,1.69345,1.4283
15.3,2.20498,0,1.60902,1.50764,1.60903,1.50763
15.4,2.19458,0,1.52118,1.58182,1.52119,1.58181
15.5,2.18415,0,1.43025,1.65073,1.43026,1.65072
15.6,2.17372,0,1.33655,1.71426,1.33656,1.71425
15.7,2.16326,0,1.2404,1.77232,1.24041,1.77231
15.8,2.15279,0,1.14214,1.82484,1.14215,1.82483
15.9,2.14231,0,1.0421,1.87177,1.04211,1.87176
16,2.1318,0,0.940592,1.91308,0.940601,1.91308
16.1,2.12129,0,0.837953,1.94877,0.837962,1.94877
16.2,2.11076,0,0.734497,1.97885,0.734505,1.97884
16.3,2.10022,0,0.630529,2.00334,0.630538,2.00334
16.4,2.08967,0,0.52637,2.02229,0.526378,2.02229
16.5,2.07911,0,0.422316,2.03576,0.422323,2.03576
16.6,2.06853,0,0.318656,2.04384,0.318663,2.04384
16.7,2.05795,0,0.215672,2.04662,0.215679,2.04662
16.8,2.04736,0,0.113628,2.0442,0.113634,2.0442
16.9,2.03676,0,0.0128029,2.03672,0.0128091,2.03672
17,2.02615,0,-0.0865624,2.0243,-0.0865566,2.0243
17.1,2.01554,0,-0.18423,2.0071,-0.184225,2.0071
17.2,2.00492,0,-0.279974,1.98527,-0.279969,1.98527
17.3,1.99429,0,-0.37359,1.95898,-0.373585,1.95899
17.4,1.98366,0,-0.464861,1.92842,-0.464857,1.92842
17.5,1.97302,0,-0.55361,1.89376,-0.553606,1.89376
17.6,1.96239,0,-0.639665,1.85521,-0.639661,1.85521
17.7,1.95174,0,-0.722866,1.81295,-0.722863,1.81295
17.8,1.9411,0,-0.803074,1.76719,-0.803071,1.76719
17.9,1.93046,0,-0.880147,1.71814,-0.880145,1.71814
18,1.91981,0,-0.953977,1.66601,-0.953974,1.66602
18.1,1.90917,0,-1.02446,1.61103,-1.02445,1.61103
18.2,1.89852,0,-1.0915,1.55339,-1.09149,1.55339
18.3,1.88788,0,-1.15503,1.49331,-1.15502,1.49332
18.4,1.87723,0,-1.21498,1.43103,-1.21497,1.43103
18.5,1.86659,0,-1.2713,1.36674,-1.2713,1.36674
18.6,1.85596,0,-1.32395,1.30066,-1.32395,1.30067
18.7,1.84533,0,-1.37292,1.23301,-1.37292,1.23301
18.8,1.8347,0,-1.41819,1.16398,-1.41819,1.16398
18.9,1.82407,0,-1.45974,1.0938,-1.45974,1.0938
19,1.81346,0,-1.4976,1.02265,-1.4976,1.02265
19.1,1.80284,0,-1.53178,0.950731,-1.53178,0.950732
19.2,1.79224,0,-1.56232,0.878235,-1.56231,0.878237
19.3,1.78164,0,-1.58924,0.805345,-1.58924,0.805346
19.4,1.77105,0,-1.61259,0.732247,-1.61259,0.732248
19.5,1.76047,0,-1.63243,0.65911,-1.63243,0.659112
19.6,1.7499,0,-1.64883,0.5861,-1.64883,0.586101
19.7,1.73934,0,-1.66185,0.513377,-1.66185,0.513378
19.8,1.72879,0,-1.67157,0.441089,-1.67157,0.44109
19.9,1.71825,0,-1.67808,0.369391,-1.67808,0.369392
20,1.70772,0,-1.68145,0.298414,-1.68145,0.298415
20.1,1.69721,0,-1.68179,0.228292,-1.68178,0.228293
20.2,1.68671,0,-1.67918,0.159145,-1.67918,0.159146
20.3,1.67622,0,-1.67374,0.091084,-1.67374,0.091085
20.4,1.66574,0,-1.66556,0.0242275,-1.66556,0.0242282
20.5,1.65528,0,-1.65476,-0.0413308,-1.65476,-0.0413304
20.6,1.64483,0,-1.64145,-0.105498,-1.64145,-0.105498
20.7,1.6344,0,-1.62573,-0.16819,-1.62573,-0.168189
20.8,1.62399,0,-1.60771,-0.229335,-1.60771,-0.229334
20.9,1.61359,0,-1.58753,-0.28885,-1.58753,-0.28885
21,1.60321,0,-1.56528,-0.34668,-1.56528,-0.346679
21.1,1.59285,0,-1.54109,-0.402768,-1.54109,-0.402768
21.2,1.5825,0,-1.51506,-0.457066,-1.51506,-0.457065
21.3,1.57218,0,-1.48732,-0.509533,-1.48732,-0.509533
21.4,1.56187,0,-1.45798,-0.560127,-1.45798,-0.560126
21.5,1.55158,0,-1.42715,-0.608821,-1.42715,-0.60882
21.6,1.54132,0,-1.39494,-0.655592,-1.39494,-0.655592
21.7,1.53107,0,-1.36147,-0.700421,-1.36147,-0.700421
21.8,1.52085,0,-1.32683,-0.743299,-1.32683,-0.743299
21.9,1.51064,0,-1.29114,-0.784213,-1.29114,-0.784213
22,1.50046,0,-1.25451,-0.823163,-1.25451,-0.823162
22.1,1.49031,0,-1.21703,-0.86015,-1.21703,-0.86015
22.2,1.48017,0,-1.17879,-0.895183,-1.17879,-0.895183
22.3,1.47006,0,-1.1399,-0.928275,-1.1399,-0.928275
22.4,1.45997,0,-1.10046,-0.959436,-1.10046,-0.959436
22.5,1.44991,0,-1.06054,-0.988687,-1.06054,-0.988686
22.6,1.43987,0,-1.02023,-1.01605,-1.02023,-1.01605
22.7,1.42986,0,-0.979631,-1.04155,-0.979631,-1.04155
22.8,1.41987,0,-0.938803,-1.06522,-0.938803,-1.06522
22.9,1.40992,0,-0.897835,-1.08708,-0.897835,-1.08708
23,1.39998,0,-0.856798,-1.10718,-0.856798,-1.10718
23.1,1.39008,0,-0.81576,-1.12554,-0.81576,-1.12554
23.2,1.3802,0,-0.77479,-1.14221,-0.77479,-1.14221
23.3,1.37035,0,-0.733948,-1.15723,-0.733948,-1.15723
23.4,1.36053,0,-0.693301,-1.17063,-0.693301,-1.17063
23.5,1.35073,0,-0.652901,-1.18245,-0.652901,-1.18245
23.6,1.34097,0,-0.612804,-1.19276,-0.612804,-1.19276
23.7,1.33123,0,-0.573059,-1.20158,-0.573059,-1.20158
23.8,1.32153,0,-0.533712,-1.20896,-0.533712,-1.20896
23.9,1.31186,0,-0.49481,-1.21496,-0.494811,-1.21496
24,1.30221,0,-0.456395,-1.21961,-0.456395,-1.21961
24.1,1.2926,0,-0.418502,-1.22298,-0.418502,-1.22298
24.2,1.28302,0,-0.381168,-1.22509,-0.381168,-1.22509
24.3,1.27347,0,-0.344421,-1.22601,-0.344421,-1.22601
24.4,1.26395,0,-0.308298,-1.22578,-0.308298,-1.22578
24.5,1.25447,0,-0.272822,-1.22444,-0.272822,-1.22444
24.6,1.24502,0,-0.238018,-1.22205,-0.238018,-1.22205
24.7,1.2356,0,-0.203907,-1.21866,-0.203907,-1.21866
24.8,1.22621,0,-0.170506,-1.2143,-0.170506,-1.2143
24.9,1.21686,0,-0.137838,-1.20903,-0.137838,-1.20903
25,1.20754,0,-0.105914,-1.20289,-0.105914,-1.20289
25.1,1.19826,0,-0.0747475,-1.19593,-0.0747477,-1.19593
25.2,1.18901,0,-0.0443497,-1.18819,-0.0443497,-1.18819
25.3,1.1798,0,-0.0147268,-1.17971,-0.0147268,-1.17971
25.4,1.17062,0,0.0141101,-1.17054,0.01411,-1.17054
25.5,1.16148,0,0.0421582,-1.16071,0.0421583,-1.16071
25.6,1.15237,0,0.0694133,-1.15028,0.0694133,-1.15028
25.7,1.1433,0,0.0958757,-1.13928,0.0958758,-1.13928
25.8,1.13427,0,0.121539,-1.12774,0.121539,-1.12774
25.9,1.12527,0,0.146413,-1.11571,0.146413,-1.11571
26,1.11631,0,0.170494,-1.10322,0.170494,-1.10322
26.1,1.10739,0,0.193784,-1.0903,0.193784,-1.0903
26.2,1.0985,0,0.216293,-1.077,0.216293,-1.077
26.3,1.08966,0,0.238021,-1.06334,0.238021,-1.06334
26.4,1.08085,0,0.258981,-1.04936,0.258981,-1.04936
26.5,1.07208,0,0.279177,-1.03509,0.279177,-1.03509
26.6,1.06334,0,0.298614,-1.02055,0.298614,-1.02055
26.7,1.05465,0,0.317309,-1.00578,0.317309,-1.00578
26.8,1.04599,0,0.335265,-0.990809,0.335265,-0.990809
26.9,1.03738,0,0.352498,-0.975653,0.352498,-0.975653
27,1.0288,0,0.369017,-0.960342,0.369017,-0.960342
27.1,1.02026,0,0.384831,-0.944904,0.384831,-0.944904
27.2,1.01177,0,0.399956,-0.929357,0.399956,-0.929357
27.3,1.00331,0,0.414402,-0.913727,0.414402,-0.913727
27.4,0.99489,0,0.428186,-0.898033,0.428185,-0.898033
27.5,0.986511,0,0.441318,-0.882294,0.441318,-0.882294
27.6,0.978175,0,0.45381,-0.866535,0.45381,-0.866535
27.7,0.969878,0,0.46568,-0.850767,0.46568,-0.850767
27.8,0.961622,0,0.476939,-0.835013,0.476939,-0.835013
27.9,0.953407,0,0.487603,-0.819285,0.487603,-0.819285
28,0.945232,0,0.497686,-0.8036,0.497686,-0.8036
28.1,0.9371,0,0.5072,-0.787975,0.5072,-0.787975
28.2,0.929008,0,0.516163,-0.772419,0.516163,-0.772419
28.3,0.920959,0,0.524587,-0.756951,0.524587,-0.75695
28.4,0.91295,0,0.532488,-0.741576,0.532488,-0.741576
28.5,0.904983,0,0.539879,-0.726309,0.539879,-0.726309
28.6,0.897059,0,0.546775,-0.711163,0.546775,-0.711163
28.7,0.889176,0,0.553191,-0.696143,0.553191,-0.696143
28.8,0.881336,0,0.559139,-0.681262,0.559139,-0.681262
28.9,0.873538,0,0.564635,-0.666525,0.564635,-0.666525
29,0.865781,0,0.569692,-0.651941,0.569692,-0.651941
29.1,0.858068,0,0.574324,-0.637521,0.574324,-0.637521
29.2,0.850397,0,0.578545,-0.623266,0.578545,-0.623266
29.3,0.842769,0,0.582368,-0.609186,0.582368,-0.609186
29.4,0.835183,0,0.585806,-0.595283,0.585806,-0.595283
29.5,0.827639,0,0.588872,-0.581564,0.588872,-0.581564
29.6,0.82014,0,0.591579,-0.568035,0.591579,-0.568035
29.7,0.812682,0,0.593939,-0.554697,0.593939,-0.554697
29.8,0.805269,0,0.595965,-0.541556,0.595965,-0.541556
29.9,0.797897,0,0.597669,-0.528613,0.597669,-0.528613
30,0.790569,0,0.599063,-0.515871,0.599063,-0.515871
30.1,0.783285,0,0.600158,-0.503334,0.600158,-0.503334
30.2,0.776043,0,0.600965,-0.491002,0.600965,-0.491002
30.3,0.768845,0,0.601496,-0.478878,0.601496,-0.478879
30.4,0.761689,0,0.601762,-0.466962,0.601762,-0.466962
30.5,0.754577,0,0.601773,-0.455255,0.601773,-0.455255
30.6,0.74751,0,0.601539,-0.443759,0.601539,-0.443759
30.7,0.740485,0,0.60107,-0.432472,0.60107,-0.432472
30.8,0.733504,0,0.600377,-0.421397,0.600377,-0.421397
30.9,0.726565,0,0.599468,-0.41053,0.599468,-0.41053
31,0.71967,0,0.598353,-0.399874,0.598353,-0.399874
31.1,0.712819,0,0.597041,-0.389427,0.597041,-0.389427
31.2,0.706011,0,0.595541,-0.379187,0.595541,-0.379187
31.3,0.699248,0,0.593861,-0.369156,0.593862,-0.369156
31.4,0.692527,0,0.59201,-0.359329,0.59201,-0.359329
31.5,0.685849,0,0.589995,-0.349706,0.589995,-0.349706
31.6,0.679216,0,0.587825,-0.340288,0.587825,-0.340288
31.7,0.672625,0,0.585506,-0.331069,0.585506,-0.331069
31.8,0.666079,0,0.583047,-0.322051,0.583047,-0.322051
31.9,0.659575,0,0.580454,-0.313229,0.580454,-0.313229
32,0.653114,0,0.577733,-0.304602,0.577733,-0.304602
32.1,0.646698,0,0.574893,-0.296169,0.574893,-0.296169
32.2,0.640324,0,0.571938,-0.287926,0.571938,-0.287926
32.3,0.633995,0,0.568877,-0.279873,0.568877,-0.279873
32.4,0.627707,0,0.565712,-0.272004,0.565712,-0.272004
32.5,0.621463,0,0.562452,-0.264318,0.562452,-0.264318
32.6,0.615263,0,0.559102,-0.256815,0.559102,-0.256815
32.7,0.609105,0,0.555666,-0.249488,0.555666,-0.249488
32.8,0.602991,0,0.552151,-0.242338,0.552151,-0.242338
32.9,0.59692,0,0.54856,-0.23536,0.54856,-0.23536
33,0.590891,0,0.5449,-0.228552,0.5449,-0.228552
33.1,0.584906,0,0.541174,-0.221912,0.541174,-0.221912
33.2,0.578962,0,0.537387,-0.215436,0.537387,-0.215436
33.3,0.573063,0,0.533543,-0.209122,0.533543,-0.209122
33.4,0.567205,0,0.529647,-0.202966,0.529647,-0.202966
33.5,0.56139,0,0.525702,-0.196966,0.525702,-0.196966
33.6,0.555618,0,0.521712,-0.19112,0.521712,-0.19112
33.7,0.549887,0,0.517681,-0.185424,0.517681,-0.185424
33.8,0.5442,0,0.513613,-0.179875,0.513613,-0.179875
33.9,0.538554,0,0.50951,-0.174471,0.50951,-0.174471
34,0.532951,0,0.505376,-0.169208,0.505376,-0.169208
34.1,0.52739,0,0.501215,-0.164084,0.501215,-0.164084
34.2,0.52187,0,0.497028,-0.159096,0.497028,-0.159096
34.3,0.516393,0,0.49282,-0.154242,0.49282,-0.154242
34.4,0.510957,0,0.488592,-0.149518,0.488592,-0.149518
34.5,0.505563,0,0.484347,-0.144921,0.484347,-0.144921
34.6,0.500211,0,0.480088,-0.14045,0.480088,-0.14045
34.7,0.4949,0,0.475817,-0.1361,0.475817,-0.1361
34.8,0.48963,0,0.471538,-0.131871,0.471538,-0.131871
34.9,0.484401,0,0.46725,-0.127758,0.46725,-0.127758
35,0.479214,0,0.462957,-0.123759,0.462957,-0.123759
35.1,0.474067,0,0.458662,-0.119873,0.458662,-0.119873
35.2,0.468961,0,0.454364,-0.116095,0.454364,-0.116095
35.3,0.463897,0,0.450068,-0.112424,0.450068,-0.112424
35.4,0.458872,0,0.445773,-0.108857,0.445773,-0.108857
35.5,0.453888,0,0.441482,-0.105391,0.441482,-0.105391
35.6,0.448944,0,0.437198,-0.102025,0.437198,-0.102025
35.7,0.444041,0,0.43292,-0.0987557,0.43292,-0.0987557
35.8,0.439178,0,0.42865,-0.0955811,0.42865,-0.0955811
35.9,0.434354,0,0.42439,-0.0924981,0.42439,-0.0924981
36,0.429569,0,0.420141,-0.089505,0.420141,-0.089505
36.1,0.424825,0,0.415905,-0.0866001,0.415905,-0.0866001
36.2,0.42012,0,0.411682,-0.0837801,0.411682,-0.0837801
36.3,0.415455,0,0.407474,-0.0810439,0.407474,-0.0810439
36.4,0.410829,0,0.403281,-0.0783884,0.403281,-0.0783884
36.5,0.406241,0,0.399104,-0.0758121,0.399104,-0.0758121
36.6,0.401693,0,0.394946,-0.0733132,0.394946,-0.0733132
36.7,0.397183,0,0.390805,-0.070889,0.390805,-0.070889
36.8,0.392712,0,0.386685,-0.0685382,0.386685,-0.0685382
36.9,0.388279,0,0.382583,-0.0662584,0.382583,-0.0662584
37,0.383884,0,0.378503,-0.0640478,0.378503,-0.0640478
37.1,0.379527,0,0.374445,-0.061905,0.374445,-0.061905
37.2,0.375208,0,0.370408,-0.0598275,0.370408,-0.0598275
37.3,0.370927,0,0.366394,-0.0578141,0.366394,-0.0578141
37.4,0.366684,0,0.362404,-0.0558627,0.362404,-0.0558627
37.5,0.362477,0,0.358437,-0.0539717,0.358437,-0.0539717
37.6,0.358309,0,0.354495,-0.0521397,0.354495,-0.0521397
37.7,0.354177,0,0.350577,-0.0503647,0.350577,-0.0503647
37.8,0.350082,0,0.346686,-0.0486455,0.346686,-0.0486455
37.9,0.346023,0,0.342819,-0.0469801,0.342819,-0.0469801
38,0.342001,0,0.338979,-0.0453673,0.338979,-0.0453673
38.1,0.338016,0,0.335166,-0.0438057,0.335166,-0.0438057
38.2,0.334067,0,0.331379,-0.0422935,0.331379,-0.0422935
38.3,0.330154,0,0.327619,-0.0408297,0.327619,-0.0408297
38.4,0.326276,0,0.323887,-0.0394125,0.323887,-0.0394125
38.5,0.322434,0,0.320182,-0.0380408,0.320182,-0.0380408
38.6,0.318627,0,0.316505,-0.0367134,0.316505,-0.0367134
38.7,0.314856,0,0.312856,-0.0354287,0.312856,-0.0354287
38.8,0.31112,0,0.309236,-0.0341859,0.309236,-0.0341859
38.9,0.307418,0,0.305644,-0.0329832,0.305644,-0.0329832
39,0.303751,0,0.30208,-0.0318198,0.30208,-0.0318198
39.1,0.300119,0,0.298546,-0.0306947,0.298546,-0.0306947
39.2,0.296521,0,0.29504,-0.0296063,0.29504,-0.0296063
39.3,0.292958,0,0.291563,-0.028554,0.291563,-0.028554
39.4,0.289428,0,0.288115,-0.0275362,0.288115,-0.0275362
39.5,0.285931,0,0.284696,-0.0265522,0.284696,-0.0265522
39.6,0.282469,0,0.281306,-0.025601,0.281306,-0.025601
39.7,0.279039,0,0.277946,-0.0246814,0.277946,-0.0246814
39.8,0.275644,0,0.274615,-0.0237927,0.274615,-0.0237927
39.9,0.27228,0,0.271313,-0.0229337,0.271313,-0.0229337
40,0.268949,0,0.26804,-0.0221036,0.26804,-0.0221036
40.1,0.265652,0,0.264796,-0.0213017,0.264796,-0.0213017
40.2,0.262386,0,0.261582,-0.0205267,0.261582,-0.0205267
40.3,0.259153,0,0.258397,-0.0197782,0.258397,-0.0197782
40.4,0.255951,0,0.255241,-0.0190551,0.255241,-0.0190551
40.5,0.252781,0,0.252114,-0.0183567,0.252114,-0.0183567
40.6,0.249644,0,0.249017,-0.0176823,0.249017,-0.0176823
40.7,0.246537,0,0.245948,-0.017031,0.245948,-0.017031
40.8,0.243461,0,0.242908,-0.0164022,0.242908,-0.0164022
40.9,0.240417,0,0.239897,-0.0157951,0.239897,-0.0157951
41,0.237403,0,0.236915,-0.015209,0.236915,-0.015209
41.1,0.234419,0,0.233962,-0.0146433,0.233962,-0.0146433
41.2,0.231466,0,0.231037,-0.0140973,0.231037,-0.0140973
41.3,0.228544,0,0.228141,-0.0135704,0.228141,-0.0135704
41.4,0.225651,0,0.225272,-0.013062,0.225272,-0.013062
41.5,0.222788,0,0.222433,-0.0125714,0.222433,-0.0125714
41.6,0.219954,0,0.219621,-0.0120981,0.219621,-0.0120981
41.7,0.21715,0,0.216838,-0.0116416,0.216838,-0.0116416
41.8,0.214375,0,0.214082,-0.0112012,0.214082,-0.0112012
41.9,0.211629,0,0.211354,-0.0107765,0.211354,-0.0107765
42,0.208911,0,0.208654,-0.0103669,0.208654,-0.0103669
42.1,0.206223,0,0.205981,-0.00997198,0.205982,-0.00997198
42.2,0.203562,0,0.203336,-0.00959116,0.203336,-0.00959116
42.3,0.20093,0,0.200718,-0.00922408,0.200718,-0.00922408
42.4,0.198325,0,0.198127,-0.00887016,0.198127,-0.00887016
42.5,0.195749,0,0.195563,-0.00852903,0.195563,-0.00852903
42.6,0.1932,0,0.193026,-0.0082003,0.193026,-0.0082003
42.7,0.190678,0,0.190515,-0.00788345,0.190515,-0.00788345
42.8,0.188183,0,0.188031,-0.0075782,0.188031,-0.0075782
42.9,0.185715,0,0.185572,-0.00728403,0.185572,-0.00728404
43,0.183274,0,0.18314,-0.00700064,0.18314,-0.00700064
43.1,0.18086,0,0.180734,-0.00672769,0.180734,-0.00672769
43.2,0.178471,0,0.178354,-0.00646473,0.178354,-0.00646473
43.3,0.176109,0,0.176,-0.00621152,0.176,-0.00621152
43.4,0.173773,0,0.17367,-0.00596763,0.17367,-0.00596763
43.5,0.171462,0,0.171366,-0.00573278,0.171366,-0.00573278
43.6,0.169177,0,0.169088,-0.0055067,0.169088,-0.0055067
43.7,0.166918,0,0.166834,-0.00528901,0.166834,-0.00528901
43.8,0.164683,0,0.164605,-0.00507949,0.164605,-0.00507949
43.9,0.162473,0,0.1624,-0.00487778,0.1624,-0.00487778
44,0.160288,0,0.16022,-0.00468365,0.16022,-0.00468365
44.1,0.158128,0,0.158064,-0.00449685,0.158064,-0.00449685
44.2,0.155992,0,0.155932,-0.00431708,0.155932,-0.00431708
44.3,0.15388,0,0.153824,-0.00414413,0.153824,-0.00414413
44.4,0.151792,0,0.151739,-0.00397773,0.151739,-0.00397773
44.5,0.149727,0,0.149678,-0.00381764,0.149678,-0.00381764
44.6,0.147686,0,0.147641,-0.00366369,0.147641,-0.00366369
44.7,0.145669,0,0.145626,-0.00351559,0.145626,-0.00351559
44.8,0.143674,0,0.143635,-0.00337319,0.143635,-0.00337319
44.9,0.141703,0,0.141666,-0.00323624,0.141666,-0.00323624
45,0.139754,0,0.13972,-0.00310455,0.13972,-0.00310455
45.1,0.137828,0,0.137796,-0.00297797,0.137796,-0.00297797
45.2,0.135924,0,0.135894,-0.00285627,0.135894,-0.00285627
45.3,0.134043,0,0.134015,-0.00273931,0.134015,-0.00273931
